date;debit_fin_de_journee;source;pits
2018-10-09;0.0;Storengy;Sediane B
2019-07-20;94.64544;Storengy;Sediane
2018-10-12;0.0;Storengy;Sediane B
2019-07-28;66.37212;Storengy;Sediane
2018-10-18;0.0;Storengy;Sediane B
2019-07-30;75.79656;Storengy;Sediane
2018-10-24;0.0;Storengy;Sediane B
2019-01-03;-205.33248;Storengy;Sediane B
2018-10-27;0.0;Storengy;Sediane B
2019-01-04;-210.94704;Storengy;Sediane B
2018-10-28;0.0;Storengy;Sediane B
2019-01-05;-200.41974;Storengy;Sediane B
2018-10-29;-62.26146;Storengy;Sediane B
2019-01-11;-210.84678;Storengy;Sediane B
2018-11-02;0.0;Storengy;Sediane B
2019-01-19;-233.50554;Storengy;Sediane B
2018-11-09;0.0;Storengy;Sediane B
2019-01-23;-203.42754;Storengy;Sediane B
2018-11-12;0.0;Storengy;Sediane B
2019-01-27;-185.07996;Storengy;Sediane B
2018-11-30;0.0;Storengy;Sediane B
2019-02-03;-164.12562;Storengy;Sediane B
2018-12-04;0.0;Storengy;Sediane B
2019-02-08;-172.74798;Storengy;Sediane B
2018-12-10;-184.27788;Storengy;Sediane B
2019-02-14;-142.06842;Storengy;Sediane B
2018-12-11;0.0;Storengy;Sediane B
2019-02-21;-151.79364;Storengy;Sediane B
2018-12-12;-7.61976;Storengy;Sediane B
2019-02-28;-149.8887;Storengy;Sediane B
2018-12-17;3.0078;Storengy;Sediane B
2019-03-05;-162.72198;Storengy;Sediane B
2018-12-23;0.0;Storengy;Sediane B
2019-03-08;0.0;Storengy;Sediane B
2018-12-25;30.078;Storengy;Sediane B
2019-03-12;0.0;Storengy;Sediane B
2018-12-30;-60.156;Storengy;Sediane B
2019-03-13;0.0;Storengy;Sediane B
2018-01-10;-122.71824;Storengy;Serene
2019-03-16;-93.64284;Storengy;Sediane B
2018-01-21;-118.70784;Storengy;Serene
2019-03-20;0.0;Storengy;Sediane B
2018-02-12;-117.40446;Storengy;Serene
2019-03-22;0.0;Storengy;Sediane B
2018-02-19;-110.88756;Storengy;Serene
2019-03-23;57.04794;Storengy;Sediane B
2018-02-23;-107.17794;Storengy;Serene
2019-03-28;70.88382;Storengy;Sediane B
2018-02-28;-103.06728;Storengy;Serene
2019-04-01;66.77316;Storengy;Sediane B
2018-03-13;-72.98928;Storengy;Serene
2019-04-02;72.1872;Storengy;Sediane B
2018-03-14;-63.06354;Storengy;Serene
2019-04-22;100.26;Storengy;Sediane B
2018-03-15;-53.93988;Storengy;Serene
2019-04-28;0.0;Storengy;Sediane B
2018-03-22;-64.1664;Storengy;Serene
2019-05-05;79.2054;Storengy;Sediane B
2018-03-23;-64.1664;Storengy;Serene
2019-05-09;73.1898;Storengy;Sediane B
2018-03-24;-55.6443;Storengy;Serene
2019-05-12;71.6859;Storengy;Sediane B
2018-03-30;29.87748;Storengy;Serene
2019-05-13;0.0;Storengy;Sediane B
2018-03-31;7.5195;Storengy;Serene
2019-05-22;0.0;Storengy;Sediane B
2018-04-12;11.12886;Storengy;Serene
2019-05-24;0.0;Storengy;Sediane B
2018-04-14;0.30078;Storengy;Serene
2019-05-27;0.0;Storengy;Sediane B
2018-04-29;128.63358;Storengy;Serene
2019-05-29;0.0;Storengy;Sediane B
2018-05-01;124.72344;Storengy;Serene
2019-06-04;109.98522;Storengy;Sediane B
2018-05-06;120.51252;Storengy;Serene
2019-06-16;104.2704;Storengy;Sediane B
2018-05-14;129.73644;Storengy;Serene
2019-06-17;107.2782;Storengy;Sediane B
2018-05-16;133.54632;Storengy;Serene
2019-06-26;75.195;Storengy;Sediane B
2018-05-17;133.04502;Storengy;Serene
2019-07-09;100.26;Storengy;Sediane B
2018-05-21;137.05542;Storengy;Serene
2019-07-17;-53.1378;Storengy;Sediane B
2018-05-25;111.58938;Storengy;Serene
2019-07-19;80.208;Storengy;Sediane B
2018-05-26;112.7925;Storengy;Serene
2019-07-21;80.208;Storengy;Sediane B
2018-06-11;131.64138;Storengy;Serene
2019-07-26;83.81736;Storengy;Sediane B
2018-06-12;126.8289;Storengy;Serene
2019-01-27;-107.67924;Storengy;Serene
2018-06-16;130.53852;Storengy;Serene
2019-02-03;-101.16234;Storengy;Serene
2018-06-17;129.93696;Storengy;Serene
2019-02-04;-100.26;Storengy;Serene
2018-06-18;77.9;Storengy;Serene
2019-02-09;-95.84856;Storengy;Serene
2018-06-20;59.8;Storengy;Serene
2019-02-11;-94.04388;Storengy;Serene
2018-06-23;104.06988;Storengy;Serene
2019-02-17;17.64576;Storengy;Serene
2018-07-02;125.92656;Storengy;Serene
2019-02-18;-52.03494;Storengy;Serene
2018-07-13;118.10628;Storengy;Serene
2019-02-21;-64.46718;Storengy;Serene
2018-07-19;109.08288;Storengy;Serene
2019-02-22;-37.29672;Storengy;Serene
2018-07-20;114.59718;Storengy;Serene
2019-02-27;10.72782;Storengy;Serene
2018-07-23;100.05948;Storengy;Serene
2019-03-08;33.18606;Storengy;Serene
2018-07-24;120.312;Storengy;Serene
2019-03-14;-44.01414;Storengy;Serene
2018-07-27;121.8159;Storengy;Serene
2019-03-15;-47.1222;Storengy;Serene
2018-07-29;155.60352;Storengy;Serene
2019-03-16;29.37618;Storengy;Serene
2018-07-30;156.60612;Storengy;Serene
2019-03-24;42.20946;Storengy;Serene
2018-08-04;123.3198;Storengy;Serene
2019-03-25;9.82548;Storengy;Serene
2018-08-08;78.50358;Storengy;Serene
2019-03-29;26.5689;Storengy;Serene
2018-08-14;26.46864;Storengy;Serene
2019-03-31;42.40998;Storengy;Serene
2018-08-21;57.1482;Storengy;Serene
2019-04-05;43.01154;Storengy;Serene
2018-08-28;31.28112;Storengy;Serene
2019-04-07;70.08174;Storengy;Serene
2018-09-01;93.2418;Storengy;Serene
2019-04-10;34.28892;Storengy;Serene
2018-09-08;86.92542;Storengy;Serene
2019-04-19;102.2652;Storengy;Serene
2018-09-13;68.53558542;Storengy;Serene
2019-04-22;103.86936;Storengy;Serene
2018-09-14;66.69176191;Storengy;Serene
2019-04-25;60.95808;Storengy;Serene
2018-09-15;85.09419817;Storengy;Serene
2019-04-28;56.84742;Storengy;Serene
2018-09-18;52.73676;Storengy;Serene
2019-05-03;43.71336;Storengy;Serene
2018-09-29;33.38658;Storengy;Serene
2019-05-10;23.0598;Storengy;Serene
2018-10-07;88.02828;Storengy;Serene
2019-05-13;18.64836;Storengy;Serene
2018-10-12;26.86968;Storengy;Serene
2019-05-22;78.30306;Storengy;Serene
2018-10-18;21.45564;Storengy;Serene
2019-05-23;87.12594;Storengy;Serene
2018-11-07;-48.1248;Storengy;Serene
2019-06-12;53.53884;Storengy;Serene
2018-11-10;-3.70962;Storengy;Serene
2019-06-21;72.066888;Storengy;Serene
2018-11-11;11.83068;Storengy;Serene
2019-06-24;79.40592;Storengy;Serene
2018-11-15;-101.56338;Storengy;Serene
2019-06-27;79.2054;Storengy;Serene
2018-11-20;-184.57866;Storengy;Serene
2019-06-30;76.29786;Storengy;Serene
2018-11-28;-143.67258;Storengy;Serene
2019-07-09;75.09474;Storengy;Serene
2018-12-04;-97.85376;Storengy;Serene
2019-07-14;77.30046;Storengy;Serene
2018-12-07;-90.234;Storengy;Serene
2019-07-15;69.07914;Storengy;Serene
2018-12-09;-58.35132;Storengy;Serene
2019-07-18;71.98668;Storengy;Serene
2018-12-15;-191.39634;Storengy;Serene
2019-07-19;70.182;Storengy;Serene
2018-12-16;-190.09296;Storengy;Serene
2019-07-23;75.79656;Storengy;Serene
2018-12-23;-102.2652;Storengy;Serene
2019-07-25;74.39292;Storengy;Serene
2018-12-28;-148.3848;Storengy;Serene
2019-07-27;72.88902;Storengy;Serene
2018-12-29;-93.44232;Storengy;Serene
2019-08-08;33.0858;Storengy;Saline
2019-01-02;-344.99466;Storengy;Centre
2019-08-15;29.0754;Storengy;Saline
2019-01-04;-350.4087;Storengy;Centre
2019-08-16;27.5715;Storengy;Saline
2019-01-06;-334.06632;Storengy;Centre
2019-08-23;1.0026;Storengy;Saline
2019-01-07;-194.10336;Storengy;Centre
2019-08-26;-6.0156;Storengy;Saline
2019-01-08;-194.60466;Storengy;Centre
2019-08-01;28.27332;Storengy;Sediane
2019-01-12;-189.89244;Storengy;Centre
2019-08-04;26.0676;Storengy;Sediane
2019-01-15;-190.09296;Storengy;Centre
2019-08-08;69.37992;Storengy;Sediane
2019-01-25;-180.16722;Storengy;Centre
2019-08-12;63.96588;Storengy;Sediane
2019-01-28;-176.9589;Storengy;Centre
2019-08-17;63.06354;Storengy;Sediane
2019-01-30;-174.9537;Storengy;Centre
2019-08-21;9.0234;Storengy;Sediane
2019-02-01;-256.46508;Storengy;Centre
2019-08-24;57.34872;Storengy;Sediane
2019-02-19;-156.70638;Storengy;Centre
2019-08-26;36.29412;Storengy;Sediane
2019-03-02;161.51886;Storengy;Centre
2019-08-27;6.56516;Storengy;Sediane
2019-03-06;76.59864;Storengy;Centre
2019-08-29;56.74716;Storengy;Sediane
2019-03-13;57.24846;Storengy;Centre
2019-08-30;45.31752;Storengy;Sediane
2019-03-17;143.8731;Storengy;Centre
2019-08-04;43.1118;Storengy;Sediane B
2019-03-20;39.80322;Storengy;Centre
2019-08-08;56.44638;Storengy;Sediane B
2019-03-31;288.050441;Storengy;Centre
2019-08-01;50.73156;Storengy;Serene
2019-04-06;189.09036;Storengy;Centre
2019-08-06;49.02714;Storengy;Serene
2019-04-09;220.17096;Storengy;Centre
2019-08-11;67.57524;Storengy;Serene
2019-04-21;298.37376;Storengy;Centre
2019-08-15;75.49578;Storengy;Serene
2019-04-23;292.65894;Storengy;Centre
2019-08-24;50.93208;Storengy;Serene
2019-04-30;321.13278;Storengy;Centre
2019-08-25;54.74196;Storengy;Serene
2019-05-05;305.2917;Storengy;Centre
2019-08-26;35.5923;Storengy;Serene
2019-05-12;182.87424;Storengy;Centre
2019-08-28;22.75902;Storengy;Serene
2019-05-17;126.72864;Storengy;Centre
2019-08-31;49.52844;Storengy;Serene
2019-05-19;229.99644;Storengy;Centre
2019-08-01;168.73758;Storengy;Centre
2019-05-25;278.32176;Storengy;Centre
2019-08-07;161.9199;Storengy;Centre
2019-05-28;46.92168;Storengy;Centre
2019-08-11;220.37148;Storengy;Centre
2019-06-02;226.48734;Storengy;Centre
2019-08-15;213.41668;Storengy;Centre
2019-06-04;130.73904;Storengy;Centre
2019-08-20;214.15536;Storengy;Centre
2019-06-15;100.96182;Storengy;Centre
2019-08-22;256.43926;Storengy;Centre
2019-06-16;134.94996;Storengy;Centre
2019-08-24;171.84564;Storengy;Centre
2019-06-26;130.43826;Storengy;Centre
2019-09-12;21.0546;Storengy;Saline
2019-06-27;133.8471;Storengy;Centre
2019-09-23;5.013;Storengy;Saline
2019-07-02;207.43794;Storengy;Centre
2019-09-24;8.22132;Storengy;Saline
2019-07-07;240.02244;Storengy;Centre
2019-09-28;25.16526;Storengy;Saline
2019-07-08;211.5486;Storengy;Centre
2019-09-03;11.93094;Storengy;Sediane
2019-07-14;203.12676;Storengy;Centre
2019-09-06;6.31638;Storengy;Sediane
2019-07-18;158.21028;Storengy;Centre
2019-09-08;20.35278;Storengy;Sediane
2019-07-19;177.4602;Storengy;Centre
2019-09-13;11.63016;Storengy;Sediane
2019-01-05;15.23952;Storengy;Saline
2019-09-15;68.37732;Storengy;Sediane
2019-01-10;-245.23596;Storengy;Saline
2019-09-21;22.0572;Storengy;Sediane
2019-01-16;1.80468;Storengy;Saline
2019-09-23;-11.63016;Storengy;Sediane
2019-01-17;-51.6339;Storengy;Saline
2019-09-25;-39.50244;Storengy;Sediane
2019-01-19;-19.24992;Storengy;Saline
2019-09-02;69.1794;Storengy;Sediane B
2019-01-28;-240.72426;Storengy;Saline
2019-09-05;69.1794;Storengy;Sediane B
2019-02-05;-521.352;Storengy;Saline
2019-09-07;105.273;Storengy;Sediane B
2019-02-10;-10.026;Storengy;Saline
2019-09-12;111.2886;Storengy;Sediane B
2019-02-14;-40.90608;Storengy;Saline
2019-09-15;111.2886;Storengy;Sediane B
2019-03-02;-0.30078;Storengy;Saline
2019-09-18;63.1638;Storengy;Sediane B
2019-03-05;-93.54258;Storengy;Saline
2019-09-19;63.1638;Storengy;Sediane B
2019-03-08;-63.46458;Storengy;Saline
2019-09-21;102.7665;Storengy;Sediane B
2019-03-31;-89.7327;Storengy;Saline
2019-09-30;0.0;Storengy;Sediane B
2019-04-06;59.95548;Storengy;Saline
2019-09-05;16.34238;Storengy;Serene
2019-04-25;53.93988;Storengy;Saline
2019-09-12;30.67956;Storengy;Serene
2019-04-27;63.26406;Storengy;Saline
2019-09-22;10.026;Storengy;Serene
2019-04-29;52.33572;Storengy;Saline
2019-09-24;0.70182;Storengy;Serene
2019-05-03;50.73156;Storengy;Saline
2019-09-03;42.00894;Storengy;Centre
2019-05-04;11.73042;Storengy;Saline
2019-09-07;-82.31346;Storengy;Centre
2019-05-10;53.1378;Storengy;Saline
2019-09-13;44.51544;Storengy;Centre
2019-05-12;68.57784;Storengy;Saline
2019-09-22;66.47238;Storengy;Centre
2019-05-18;58.25106;Storengy;Saline
2019-09-24;-11.73042;Storengy;Centre
2019-05-22;83.91762;Storengy;Saline
2019-09-25;-43.51284;Storengy;Centre
2019-05-23;84.01788;Storengy;Saline
2019-10-05;20.052;Storengy;Saline
2019-07-04;43.71336;Storengy;Saline
2019-10-07;13.73562;Storengy;Saline
2019-07-11;33.78762;Storengy;Saline
2019-10-11;-10.62756;Storengy;Saline
2019-07-12;39.30192;Storengy;Saline
2019-10-12;5.81508;Storengy;Saline
2019-07-14;57.85002;Storengy;Saline
2019-10-14;19.65096;Storengy;Saline
2019-01-04;-159.71418;Storengy;Sediane
2019-10-21;3.91014;Storengy;Saline
2019-01-06;-144.17388;Storengy;Sediane
2019-10-24;-3.60936;Storengy;Saline
2019-01-10;-109.38366;Storengy;Sediane
2019-10-26;8.5221;Storengy;Saline
2019-01-14;-72.48798;Storengy;Sediane
2019-10-27;5.5143;Storengy;Saline
2019-01-15;-117.70524;Storengy;Sediane
2019-10-19;2.70702;Storengy;Sediane
2019-01-28;-108.38106;Storengy;Sediane
2019-10-22;-7.21872;Storengy;Sediane
2019-02-02;-68.97888;Storengy;Sediane
2019-10-30;-15.74082;Storengy;Sediane
2019-02-04;-78.60384;Storengy;Sediane
2019-10-02;81.2106;Storengy;Sediane B
2019-02-05;-77.80176;Storengy;Sediane
2019-10-18;0.0;Storengy;Sediane B
2019-02-23;43.6131;Storengy;Sediane
2019-10-23;0.0;Storengy;Sediane B
2019-03-04;-105.37326;Storengy;Sediane
2019-10-27;0.0;Storengy;Sediane B
2019-03-07;22.95954;Storengy;Sediane
2019-10-29;0.0;Storengy;Sediane B
2019-03-19;-113.09328;Storengy;Sediane
2019-10-05;4.91274;Storengy;Serene
2019-03-25;14.73822;Storengy;Sediane
2019-10-08;1.40364;Storengy;Serene
2019-03-28;53.83962;Storengy;Sediane
2019-10-11;-7.31898;Storengy;Serene
2019-03-29;59.6547;Storengy;Sediane
2019-10-14;11.0286;Storengy;Serene
2019-03-31;73.29006;Storengy;Sediane
2019-10-15;17.0442;Storengy;Serene
2019-04-01;-9.12366;Storengy;Sediane
2019-10-17;1.30338;Storengy;Serene
2019-04-04;-109.2834;Storengy;Sediane
2019-10-19;6.21612;Storengy;Serene
2019-04-05;-50.73156;Storengy;Sediane
2019-10-20;-18.94914;Storengy;Serene
2019-04-06;39.30192;Storengy;Sediane
2019-10-21;4.41144;Storengy;Serene
2019-04-07;33.28632;Storengy;Sediane
2019-10-25;-1.90494;Storengy;Serene
2019-04-12;-16.5429;Storengy;Sediane
2019-10-30;-17.0442;Storengy;Serene
2019-04-24;51.83442;Storengy;Sediane
2019-10-03;52.03494;Storengy;Centre
2019-04-25;19.85148;Storengy;Sediane
2019-10-11;7.21872;Storengy;Centre
2019-04-26;19.95174;Storengy;Sediane
2019-10-12;184.77918;Storengy;Centre
2019-04-28;22.85928;Storengy;Sediane
2019-10-23;1.30338;Storengy;Centre
2019-04-29;-41.6079;Storengy;Sediane
2019-10-31;-14.23692;Storengy;Centre
2019-05-10;-98.45532;Storengy;Sediane
2019-11-17;-13.5351;Storengy;Saline
2019-05-17;7.41924;Storengy;Sediane
2019-11-23;7.11846;Storengy;Saline
2019-05-21;-6.91794;Storengy;Sediane
2019-11-26;11.83068;Storengy;Saline
2019-05-22;27.87228;Storengy;Sediane
2019-11-03;29.5767;Storengy;Sediane
2019-06-02;41.80842;Storengy;Sediane
2019-11-07;0.30078;Storengy;Sediane
2019-06-08;106.57638;Storengy;Sediane
2019-11-08;0.0;Storengy;Sediane
2019-06-11;58.85262;Storengy;Sediane
2019-11-12;-71.08434;Storengy;Sediane
2019-06-13;116.40186;Storengy;Sediane
2019-11-24;58.1508;Storengy;Sediane
2019-07-22;27.5715;Storengy;Sediane
2019-11-26;26.66916;Storengy;Sediane
2019-07-25;49.02714;Storengy;Sediane
2019-11-27;58.25106;Storengy;Sediane
2019-07-27;51.6339;Storengy;Sediane
2019-11-29;25.76682;Storengy;Sediane
2019-01-08;-189.29088;Storengy;Sediane B
2019-11-05;0.0;Storengy;Sediane B
2019-01-12;-175.65552;Storengy;Sediane B
2019-11-10;0.0;Storengy;Sediane B
2019-01-13;-163.22328;Storengy;Sediane B
2019-11-11;0.0;Storengy;Sediane B
2019-01-14;-198.71532;Storengy;Sediane B
2019-11-13;0.0;Storengy;Sediane B
2019-01-22;-206.83638;Storengy;Sediane B
2019-11-25;-95.34726;Storengy;Sediane B
2019-01-25;-226.68786;Storengy;Sediane B
2019-11-27;0.0;Storengy;Sediane B
2019-02-10;-176.85864;Storengy;Sediane B
2019-11-11;-22.95954;Storengy;Serene
2019-02-12;-149.08662;Storengy;Sediane B
2019-11-25;-39.50244;Storengy;Serene
2019-02-13;-156.50586;Storengy;Sediane B
2019-11-01;-12.43224;Storengy;Centre
2019-02-20;-171.04356;Storengy;Sediane B
2019-11-15;-208.5408;Storengy;Centre
2019-02-26;-139.56192;Storengy;Sediane B
2019-11-16;-185.481;Storengy;Centre
2019-02-27;-139.66218;Storengy;Sediane B
2019-11-23;-63.06354;Storengy;Centre
2019-03-09;-142.26894;Storengy;Sediane B
2019-11-26;-66.57264;Storengy;Centre
2019-03-17;-106.17534;Storengy;Sediane B
2019-12-02;-14.33718;Storengy;Saline
2019-03-19;0.0;Storengy;Sediane B
2019-12-13;-0.70182;Storengy;Saline
2019-03-21;0.0;Storengy;Sediane B
2019-12-21;4.71222;Storengy;Saline
2019-03-25;0.0;Storengy;Sediane B
2019-12-22;10.72782;Storengy;Saline
2019-03-27;0.0;Storengy;Sediane B
2019-12-27;-4.61196;Storengy;Saline
2019-03-29;0.0;Storengy;Sediane B
2019-12-30;1.80468;Storengy;Saline
2019-04-03;57.1482;Storengy;Sediane B
2019-12-31;5.71482;Storengy;Saline
2019-04-04;57.1482;Storengy;Sediane B
2019-12-05;-92.03868;Storengy;Sediane
2019-04-05;57.1482;Storengy;Sediane B
2019-12-07;27.87228;Storengy;Sediane
2019-04-09;75.195;Storengy;Sediane B
2019-12-09;-28.87488;Storengy;Sediane
2019-04-10;70.98408;Storengy;Sediane B
2019-12-19;52.93728;Storengy;Sediane
2019-04-21;98.2548;Storengy;Sediane B
2019-12-30;-81.11034;Storengy;Sediane
2019-04-23;96.34986;Storengy;Sediane B
2019-12-31;-22.75902;Storengy;Sediane
2019-04-24;0.0;Storengy;Sediane B
2019-12-07;0.0;Storengy;Sediane B
2019-05-11;73.1898;Storengy;Sediane B
2019-12-08;0.0;Storengy;Sediane B
2019-05-18;0.0;Storengy;Sediane B
2019-12-09;-40.80582;Storengy;Sediane B
2019-05-28;0.0;Storengy;Sediane B
2019-12-14;0.0;Storengy;Sediane B
2019-05-30;0.0;Storengy;Sediane B
2019-12-19;0.0;Storengy;Sediane B
2019-06-01;111.2886;Storengy;Sediane B
2019-12-08;-10.5273;Storengy;Serene
2019-06-02;105.273;Storengy;Sediane B
2019-12-15;-8.0208;Storengy;Serene
2019-06-03;111.2886;Storengy;Sediane B
2019-12-19;-20.052;Storengy;Serene
2019-06-13;101.2626;Storengy;Sediane B
2019-12-21;-14.73822;Storengy;Serene
2019-06-19;102.2652;Storengy;Sediane B
2019-12-26;-46.6209;Storengy;Serene
2019-06-20;84.2184;Storengy;Sediane B
2019-12-27;-58.6521;Storengy;Serene
2019-06-23;85.221;Storengy;Sediane B
2019-12-12;-315.61848;Storengy;Centre
2019-06-24;75.195;Storengy;Sediane B
2019-12-14;29.5767;Storengy;Centre
2019-06-25;75.195;Storengy;Sediane B
2019-12-17;-164.22588;Storengy;Centre
2019-06-27;75.195;Storengy;Sediane B
2019-12-29;-153.79884;Storengy;Centre
2019-07-03;100.26;Storengy;Sediane B
2020-01-01;10.026;Storengy;Saline
2019-07-05;80.208;Storengy;Sediane B
2020-01-03;8.5221;Storengy;Saline
2019-07-12;80.208;Storengy;Sediane B
2020-01-07;-25.76682;Storengy;Saline
2019-07-18;80.208;Storengy;Sediane B
2020-01-09;-18.84888;Storengy;Saline
2019-07-24;87.52698;Storengy;Sediane B
2020-01-10;-14.13666;Storengy;Saline
2019-07-27;75.195;Storengy;Sediane B
2020-01-12;3.91014;Storengy;Saline
2019-07-29;88.02828;Storengy;Sediane B
2020-01-14;-69.6807;Storengy;Saline
2019-07-31;80.208;Storengy;Sediane B
2020-01-15;-45.91908;Storengy;Saline
2019-01-02;-128.53332;Storengy;Serene
2020-01-19;-126.12708;Storengy;Saline
2019-01-03;-170.84304;Storengy;Serene
2020-01-28;-184.9797;Storengy;Saline
2019-01-04;-171.4446;Storengy;Serene
2020-01-30;-9.0234;Storengy;Saline
2019-01-08;-124.72344;Storengy;Serene
2020-01-31;33.78762;Storengy;Saline
2019-01-17;-117.3042;Storengy;Serene
2020-01-01;-62.96328;Storengy;Sediane
2019-02-05;-99.35766;Storengy;Serene
2020-01-02;-122.01642;Storengy;Sediane
2019-02-07;-97.55298;Storengy;Serene
2020-01-15;-167.13342;Storengy;Sediane
2018-01-08;-265.88952;Storengy;Centre
2019-02-08;-96.65064;Storengy;Serene
2020-01-16;-140.26374;Storengy;Sediane
2018-01-10;-268.49628;Storengy;Centre
2019-02-10;-94.94622;Storengy;Serene
2020-01-17;-110.68704;Storengy;Sediane
2018-01-11;-246.33882;Storengy;Centre
2019-02-12;-93.04128;Storengy;Serene
2020-01-19;-205.33248;Storengy;Sediane
2018-01-20;-224.88318;Storengy;Centre
2019-02-24;-3.10806;Storengy;Serene
2020-01-03;-178.4628;Storengy;Sediane B
2018-01-21;-198.5148;Storengy;Centre
2019-03-03;52.43598;Storengy;Serene
2020-01-04;-180.468;Storengy;Sediane B
2018-01-27;-218.46654;Storengy;Centre
2019-03-05;-29.17566;Storengy;Serene
2020-01-11;-205.533;Storengy;Sediane B
2018-02-06;-233.80632;Storengy;Centre
2019-03-10;23.0598;Storengy;Serene
2020-01-17;-194.5044;Storengy;Sediane B
2018-02-18;-178.56306;Storengy;Centre
2019-03-11;-14.5377;Storengy;Serene
2020-01-20;-193.70232;Storengy;Sediane B
2018-02-25;-157.80924;Storengy;Centre
2019-03-27;17.0442;Storengy;Serene
2020-01-24;-227.5902;Storengy;Sediane B
2018-03-02;-172.9485;Storengy;Centre
2019-04-09;60.85782;Storengy;Serene
2020-01-31;-137.3562;Storengy;Sediane B
2018-03-16;-138.65958;Storengy;Centre
2019-04-12;41.70816;Storengy;Serene
2020-01-06;-137.25594;Storengy;Serene
2018-03-21;-129.73644;Storengy;Centre
2019-04-14;66.47238;Storengy;Serene
2020-01-09;-106.97742;Storengy;Serene
2018-03-23;-125.42526;Storengy;Centre
2019-04-15;42.91128;Storengy;Serene
2020-01-15;-130.53852;Storengy;Serene
2018-04-12;104.2704;Storengy;Centre
2019-04-29;50.73156;Storengy;Serene
2020-01-20;-150.18948;Storengy;Serene
2018-04-14;3.80988;Storengy;Centre
2019-04-30;56.34612;Storengy;Serene
2020-01-21;-149.28714;Storengy;Serene
2018-04-21;184.77918;Storengy;Centre
2019-05-04;55.24326;Storengy;Serene
2020-01-04;-352.9152;Storengy;Centre
2018-04-30;63.86562;Storengy;Centre
2019-05-06;27.67176;Storengy;Serene
2020-01-06;-418.98654;Storengy;Centre
2018-05-10;168.73758;Storengy;Centre
2019-05-08;34.28892;Storengy;Serene
2020-01-19;-399.33558;Storengy;Centre
2018-05-11;188.78958;Storengy;Centre
2019-05-09;28.0728;Storengy;Serene
2020-01-20;-412.46964;Storengy;Centre
2018-05-20;228.79332;Storengy;Centre
2019-05-15;26.66916;Storengy;Serene
2020-01-26;-363.04146;Storengy;Centre
2018-05-22;168.9381;Storengy;Centre
2019-05-18;79.30566;Storengy;Serene
2020-01-28;-375.67422;Storengy;Centre
2018-05-25;226.98864;Storengy;Centre
2019-05-19;83.11554;Storengy;Serene
2020-02-01;43.1118;Storengy;Saline
2018-05-30;280.96498;Storengy;Centre
2019-05-24;93.54258;Storengy;Serene
2020-02-14;-83.31606;Storengy;Saline
2018-06-08;294.46362;Storengy;Centre
2019-05-28;89.63244;Storengy;Serene
2020-02-15;2.30598;Storengy;Saline
2018-06-19;211.44834;Storengy;Centre
2019-05-30;97.35246;Storengy;Serene
2020-02-18;-10.026;Storengy;Saline
2018-07-04;102.66624;Storengy;Centre
2019-06-05;91.53738;Storengy;Serene
2020-02-22;-16.5429;Storengy;Saline
2018-07-14;269.59914;Storengy;Centre
2019-06-09;87.7275;Storengy;Serene
2020-02-28;-158.9121;Storengy;Saline
2018-07-17;264.78666;Storengy;Centre
2019-06-11;70.98408;Storengy;Serene
2020-02-29;2.90754;Storengy;Saline
2018-07-20;190.59426;Storengy;Centre
2019-06-13;50.53104;Storengy;Serene
2020-02-03;-99.35766;Storengy;Sediane
2018-07-22;281.32956;Storengy;Centre
2019-06-17;76.1976;Storengy;Serene
2020-02-05;-181.77138;Storengy;Sediane
2018-07-25;270.40122;Storengy;Centre
2019-07-02;71.58564;Storengy;Serene
2020-02-12;-189.59166;Storengy;Sediane
2018-08-01;247.1409;Storengy;Centre
2019-07-03;68.47758;Storengy;Serene
2020-02-25;-145.57752;Storengy;Sediane
2018-08-03;251.85312;Storengy;Centre
2019-07-04;77.60124;Storengy;Serene
2020-02-28;-177.86124;Storengy;Sediane
2018-08-05;248.6448;Storengy;Centre
2019-07-12;74.6937;Storengy;Serene
2020-02-02;-63.46458;Storengy;Sediane B
2018-08-06;233.70606;Storengy;Centre
2019-07-13;77.2002;Storengy;Serene
2020-02-10;-80.208;Storengy;Sediane B
2018-08-08;238.31802;Storengy;Centre
2019-07-22;72.58824;Storengy;Serene
2020-02-12;-99.2574;Storengy;Sediane B
2018-08-09;256.76586;Storengy;Centre
2019-07-26;72.58824;Storengy;Serene
2020-02-14;-96.85116;Storengy;Sediane B
2018-08-15;238.71906;Storengy;Centre
2019-07-31;59.6547;Storengy;Serene
2020-02-20;-101.2626;Storengy;Sediane B
2018-08-22;221.37408;Storengy;Centre
2019-08-02;33.38658;Storengy;Saline
2020-02-21;-101.2626;Storengy;Sediane B
2018-08-26;236.1123;Storengy;Centre
2019-08-07;33.0858;Storengy;Saline
2020-02-24;-115.90056;Storengy;Sediane B
2018-09-01;176.35734;Storengy;Centre
2019-08-09;30.88008;Storengy;Saline
2020-02-03;-56.54664;Storengy;Serene
2018-09-02;169.23888;Storengy;Centre
2019-08-10;32.48424;Storengy;Saline
2020-02-21;-89.13114;Storengy;Serene
2018-09-10;215.0577;Storengy;Centre
2019-08-18;26.36838;Storengy;Saline
2020-02-24;-90.53478;Storengy;Serene
2018-09-19;180.56826;Storengy;Centre
2019-08-24;0.30078;Storengy;Saline
2020-02-29;-70.182;Storengy;Serene
2018-09-21;175.6;Storengy;Centre
2019-08-27;-13.43484;Storengy;Saline
