date;debit_fin_de_journee;source;pits
2014-03-29;47.1222;Storengy;Serene
2014-12-07;-23.0598;Storengy;Saline
2012-03-21;-3.452901262;Storengy;Sediane
2011-10-22;-7.322578331;Storengy;Sediane
2014-03-31;59.1534;Storengy;Serene
2014-12-11;-74.1924;Storengy;Saline
2012-03-24;84.88853383;Storengy;Sediane
2011-10-24;1.899336469;Storengy;Sediane
2014-04-02;65.169;Storengy;Serene
2014-12-14;-1.0026;Storengy;Saline
2012-03-31;14.80204251;Storengy;Sediane
2011-10-26;-10.13186353;Storengy;Sediane
2014-04-10;41.1066;Storengy;Serene
2014-12-15;-3.0078;Storengy;Saline
2012-04-01;5.0243755;Storengy;Sediane
2011-10-30;56.25170917;Storengy;Sediane
2014-04-16;31.0806;Storengy;Serene
2014-12-20;7.0182;Storengy;Saline
2012-04-02;-59.1534;Storengy;Sediane
2011-11-02;0.0621612;Storengy;Sediane
2014-04-17;31.0806;Storengy;Serene
2014-12-21;8.0208;Storengy;Saline
2012-04-19;-61.1586;Storengy;Sediane
2011-11-03;0.143851043;Storengy;Sediane
2014-04-21;38.0988;Storengy;Serene
2014-12-27;6.0156;Storengy;Saline
2012-04-25;4.0104;Storengy;Sediane
2011-11-06;0.0;Storengy;Sediane
2014-04-24;53.1378;Storengy;Serene
2015-01-07;-61.1586;Storengy;Saline
2012-04-29;90.234;Storengy;Sediane
2011-11-09;-0.4992948;Storengy;Sediane
2014-04-29;55.143;Storengy;Serene
2015-01-10;2.0052;Storengy;Saline
2012-05-10;55.143;Storengy;Sediane
2011-11-11;4.524666626;Storengy;Sediane
2014-05-06;112.2912;Storengy;Serene
2015-01-13;-9.0234;Storengy;Saline
2012-05-11;57.1482;Storengy;Sediane
2011-11-16;-43.5218634;Storengy;Sediane
2014-05-10;98.2548;Storengy;Serene
2015-01-18;-1.0026;Storengy;Saline
2012-05-20;112.2912;Storengy;Sediane
2011-11-20;12.66331724;Storengy;Sediane
2014-05-15;98.2548;Storengy;Serene
2015-01-30;-173.4498;Storengy;Saline
2012-05-29;143.3718;Storengy;Sediane
2011-11-24;-4.8435606;Storengy;Sediane
2014-05-18;117.3042;Storengy;Serene
2015-02-07;-226.5876;Storengy;Saline
2012-05-30;145.377;Storengy;Sediane
2011-11-25;-4.657077;Storengy;Sediane
2014-05-19;120.312;Storengy;Serene
2015-02-10;-184.4784;Storengy;Saline
2012-06-02;21.0546;Storengy;Sediane
2011-11-28;-7.1525484;Storengy;Sediane
2014-06-15;90.234;Storengy;Serene
2015-02-12;-57.1482;Storengy;Saline
2012-06-16;59.1534;Storengy;Sediane
2011-11-29;-2.8213164;Storengy;Sediane
2014-06-18;90.234;Storengy;Serene
2015-02-26;33.0858;Storengy;Saline
2012-06-18;23.0598;Storengy;Sediane
2011-11-30;-0.201043357;Storengy;Sediane
2014-06-22;90.234;Storengy;Serene
2015-03-11;56.1456;Storengy;Saline
2012-06-22;17.0442;Storengy;Sediane
2011-12-02;-12.60334372;Storengy;Sediane
2014-06-24;98.2548;Storengy;Serene
2015-03-12;54.1404;Storengy;Saline
2012-06-23;22.0572;Storengy;Sediane
2011-12-07;-19.07082456;Storengy;Sediane
2014-06-26;100.26;Storengy;Serene
2015-03-15;51.1326;Storengy;Saline
2012-06-27;26.0676;Storengy;Sediane
2011-12-14;-160.2886698;Storengy;Sediane
2014-06-27;100.26;Storengy;Serene
2015-03-23;48.1248;Storengy;Saline
2012-06-30;36.0936;Storengy;Sediane
2011-12-23;-192.5637704;Storengy;Sediane
2014-07-04;72.1872;Storengy;Serene
2015-03-25;45.117;Storengy;Saline
2012-07-02;35.091;Storengy;Sediane
2011-12-28;-268.8906106;Storengy;Sediane
2014-07-05;58.1508;Storengy;Serene
2015-03-26;43.1118;Storengy;Saline
2012-07-04;72.1872;Storengy;Sediane
2012-01-06;-19.81795306;Storengy;Sediane
2014-07-13;53.1378;Storengy;Serene
2015-04-02;-42.1092;Storengy;Saline
2012-07-05;89.2314;Storengy;Sediane
2012-01-07;4.1818446;Storengy;Sediane
2014-07-17;58.1508;Storengy;Serene
2015-04-10;27.0702;Storengy;Saline
2012-07-13;29.0754;Storengy;Sediane
2012-01-09;-36.62684785;Storengy;Sediane
2014-07-31;49.1274;Storengy;Serene
2015-04-17;38.0988;Storengy;Saline
2012-07-19;58.1508;Storengy;Sediane
2012-01-17;-146.4138659;Storengy;Sediane
2014-08-01;48.1248;Storengy;Serene
2015-04-19;42.1092;Storengy;Saline
2012-07-21;42.1092;Storengy;Sediane
2012-01-23;-21.00032425;Storengy;Sediane
2014-08-08;44.1144;Storengy;Serene
2015-05-01;26.0676;Storengy;Saline
2012-07-23;83.2158;Storengy;Sediane
2012-01-26;-22.76789903;Storengy;Sediane
2014-08-11;43.1118;Storengy;Serene
2015-05-09;27.0702;Storengy;Saline
2012-07-25;94.2444;Storengy;Sediane
2012-01-27;1.633183265;Storengy;Sediane
2014-08-13;38.0988;Storengy;Serene
2015-05-25;24.0624;Storengy;Saline
2012-07-27;60.5364;Storengy;Sediane
2012-01-31;-324.6162555;Storengy;Sediane
2014-08-16;37.0962;Storengy;Serene
2015-06-02;24.0624;Storengy;Saline
2012-08-18;121.3146;Storengy;Sediane
2012-02-02;-331.0813763;Storengy;Sediane
2014-08-20;45.117;Storengy;Serene
2015-06-03;25.065;Storengy;Saline
2012-08-27;57.1482;Storengy;Sediane
2012-02-22;-73.5454162;Storengy;Sediane
2014-08-22;60.156;Storengy;Serene
2015-06-04;28.0728;Storengy;Saline
2012-08-30;110.286;Storengy;Sediane
2012-02-25;0.62937814;Storengy;Sediane
2014-09-01;43.1118;Storengy;Serene
2015-06-07;24.0624;Storengy;Saline
2012-09-11;19.0494;Storengy;Sediane
2012-02-29;7.714865633;Storengy;Sediane
2014-09-02;36.0936;Storengy;Serene
2015-06-20;32.0832;Storengy;Saline
2012-09-12;-7.0182;Storengy;Sediane
2012-03-13;11.20324791;Storengy;Sediane
2014-09-03;45.117;Storengy;Serene
2015-06-24;21.0546;Storengy;Saline
2012-09-19;24.0624;Storengy;Sediane
2012-03-14;-0.71840902;Storengy;Sediane
2014-09-05;41.1066;Storengy;Serene
2015-06-29;19.0494;Storengy;Saline
2012-09-20;-34.0884;Storengy;Sediane
2012-03-15;-8.961185662;Storengy;Sediane
2014-09-08;32.0832;Storengy;Serene
2015-07-06;19.0494;Storengy;Saline
2012-09-22;65.169;Storengy;Sediane
2012-03-16;10.59312771;Storengy;Sediane
2014-09-16;29.0754;Storengy;Serene
2015-07-11;14.0364;Storengy;Saline
2012-09-24;-36.0936;Storengy;Sediane
2012-03-25;54.4917341;Storengy;Sediane
2014-09-28;53.1378;Storengy;Serene
2015-07-17;19.0494;Storengy;Saline
2012-09-28;19.0494;Storengy;Sediane
2012-03-26;54.62551804;Storengy;Sediane
2014-10-07;20.052;Storengy;Serene
2015-07-23;17.0442;Storengy;Saline
2012-10-01;2.0052;Storengy;Sediane
2012-04-04;-36.0936;Storengy;Sediane
2014-10-24;10.026;Storengy;Serene
2015-07-27;14.0364;Storengy;Saline
2012-10-02;73.1898;Storengy;Sediane
2012-04-05;16.0416;Storengy;Sediane
2014-10-28;-5.013;Storengy;Serene
2015-07-29;17.0442;Storengy;Saline
2012-10-09;82.2132;Storengy;Sediane
2012-04-12;-93.2418;Storengy;Sediane
2014-10-31;6.0156;Storengy;Serene
2015-07-31;14.0364;Storengy;Saline
2012-10-13;40.104;Storengy;Sediane
2012-04-17;-81.2106;Storengy;Sediane
2014-11-07;-46.1196;Storengy;Serene
2015-08-02;16.0416;Storengy;Saline
2012-10-30;3.0078;Storengy;Sediane
2012-04-22;-6.0156;Storengy;Sediane
2014-11-14;-69.1794;Storengy;Serene
2015-08-03;37.0962;Storengy;Saline
2012-11-05;9.0234;Storengy;Sediane
2012-05-06;13.0338;Storengy;Sediane
2014-11-18;-69.1794;Storengy;Serene
2015-08-05;39.1014;Storengy;Saline
2012-11-10;-29.0754;Storengy;Sediane
2012-05-07;16.0416;Storengy;Sediane
2014-11-19;-69.1794;Storengy;Serene
2015-08-12;16.0416;Storengy;Saline
2012-11-17;2.0052;Storengy;Sediane
2012-06-03;19.0494;Storengy;Sediane
2014-11-24;-67.1742;Storengy;Serene
2015-08-15;26.0676;Storengy;Saline
2012-11-20;8.0208;Storengy;Sediane
2012-06-07;18.0468;Storengy;Sediane
2014-12-02;-151.3926;Storengy;Serene
2015-08-17;25.065;Storengy;Saline
2012-11-21;0.0;Storengy;Sediane
2012-06-09;49.1274;Storengy;Sediane
2014-12-07;-149.3874;Storengy;Serene
2015-08-21;23.0598;Storengy;Saline
2012-11-27;-30.078;Storengy;Sediane
2012-06-10;51.1326;Storengy;Sediane
2014-12-09;-154.4004;Storengy;Serene
2015-08-22;37.0962;Storengy;Saline
2012-11-28;-88.2288;Storengy;Sediane
2012-06-14;40.104;Storengy;Sediane
2014-12-23;-148.3848;Storengy;Serene
2015-08-27;0.0;Storengy;Saline
2012-12-07;-128.3328;Storengy;Sediane
2012-06-26;-28.0728;Storengy;Sediane
2014-12-24;-154.4004;Storengy;Serene
2015-08-30;1.0026;Storengy;Saline
2012-12-14;-20.052;Storengy;Sediane
2012-06-29;44.1144;Storengy;Sediane
2015-01-07;-154.4004;Storengy;Serene
2015-09-01;23.0598;Storengy;Saline
2012-12-22;-9.0234;Storengy;Sediane
2012-07-03;62.1612;Storengy;Sediane
2015-01-11;-119.3094;Storengy;Serene
2015-09-05;19.0494;Storengy;Saline
2012-12-23;28.0728;Storengy;Sediane
2012-07-08;83.2158;Storengy;Sediane
2015-01-14;-137.3562;Storengy;Serene
2015-09-10;17.0442;Storengy;Saline
2012-12-26;-21.0546;Storengy;Sediane
2012-07-11;41.1066;Storengy;Sediane
2015-01-18;-142.3692;Storengy;Serene
2015-09-16;30.078;Storengy;Saline
2012-12-27;-12.0312;Storengy;Sediane
2012-07-12;46.1196;Storengy;Sediane
2015-01-21;-62.1612;Storengy;Serene
2015-09-22;38.0988;Storengy;Saline
2013-01-06;-31.0806;Storengy;Sediane
2012-07-15;25.065;Storengy;Sediane
2015-01-24;-74.1924;Storengy;Serene
2015-09-30;-9.0234;Storengy;Saline
2013-01-17;-209.5434;Storengy;Sediane
2012-07-16;37.0962;Storengy;Sediane
2015-02-07;-83.2158;Storengy;Serene
2015-10-01;-2.0052;Storengy;Saline
2013-01-19;-123.3198;Storengy;Sediane
2012-07-18;60.156;Storengy;Sediane
2015-02-13;-28.0728;Storengy;Serene
2015-10-17;0.0;Storengy;Saline
2013-01-24;-127.3302;Storengy;Sediane
2012-07-29;72.1872;Storengy;Sediane
2015-02-19;-58.1508;Storengy;Serene
2015-10-19;-8.0208;Storengy;Saline
2013-01-27;-84.2184;Storengy;Sediane
2012-08-02;56.1456;Storengy;Sediane
2015-02-22;-77.2002;Storengy;Serene
2015-10-21;10.026;Storengy;Saline
2013-01-30;-38.0988;Storengy;Sediane
2012-08-04;53.1378;Storengy;Sediane
2015-02-25;-80.208;Storengy;Serene
2015-10-24;13.0338;Storengy;Saline
2013-02-10;-119.3094;Storengy;Sediane
2012-08-08;131.3406;Storengy;Sediane
2015-03-01;-91.2366;Storengy;Serene
2015-10-25;15.039;Storengy;Saline
2013-02-12;-160.416;Storengy;Sediane
2012-08-09;129.3354;Storengy;Sediane
2015-03-02;-92.2392;Storengy;Serene
2015-10-27;13.0338;Storengy;Saline
2013-02-14;-169.4394;Storengy;Sediane
2012-08-10;116.3016;Storengy;Sediane
2015-03-04;-98.2548;Storengy;Serene
2015-10-28;-1.0026;Storengy;Saline
2013-02-19;-144.3744;Storengy;Sediane
2012-08-12;128.3328;Storengy;Sediane
2015-03-23;-86.2236;Storengy;Serene
2015-10-29;0.0;Storengy;Saline
2013-02-20;-171.4446;Storengy;Sediane
2012-08-17;98.2548;Storengy;Sediane
2015-03-30;-50.13;Storengy;Serene
2015-10-30;-3.0078;Storengy;Saline
2013-02-27;-180.468;Storengy;Sediane
2012-08-19;105.273;Storengy;Sediane
2015-04-17;6.0156;Storengy;Serene
2015-11-01;-27.0702;Storengy;Saline
2013-02-28;-185.481;Storengy;Sediane
2012-08-21;76.1976;Storengy;Sediane
2015-04-18;35.091;Storengy;Serene
2015-11-07;10.026;Storengy;Saline
2013-03-02;-133.3458;Storengy;Sediane
2012-08-23;117.3042;Storengy;Sediane
2015-04-24;19.0494;Storengy;Serene
2015-11-10;8.0208;Storengy;Saline
2013-03-03;-110.286;Storengy;Sediane
2012-08-26;88.2288;Storengy;Sediane
2015-04-30;13.0338;Storengy;Serene
2015-11-16;0.0;Storengy;Saline
2013-03-05;-93.2418;Storengy;Sediane
2012-09-02;52.1352;Storengy;Sediane
2015-05-06;49.1274;Storengy;Serene
2015-11-17;2.0052;Storengy;Saline
2013-03-14;-119.3094;Storengy;Sediane
2012-09-13;29.0754;Storengy;Sediane
2015-06-03;123.3198;Storengy;Serene
2015-11-19;-10.026;Storengy;Saline
2013-03-17;-31.0806;Storengy;Sediane
2012-09-18;-46.1196;Storengy;Sediane
2015-06-04;132.3432;Storengy;Serene
2015-11-22;0.0;Storengy;Saline
2013-03-20;-19.0494;Storengy;Sediane
2012-09-25;-55.143;Storengy;Sediane
2015-06-09;116.3016;Storengy;Serene
2015-12-06;16.0416;Storengy;Saline
2013-03-21;-9.0234;Storengy;Sediane
2012-09-27;-25.065;Storengy;Sediane
2015-06-12;116.3016;Storengy;Serene
2015-12-10;-8.0208;Storengy;Saline
2013-03-26;-86.2236;Storengy;Sediane
2012-10-08;50.13;Storengy;Sediane
2015-06-16;65.169;Storengy;Serene
2015-12-13;-20.052;Storengy;Saline
2013-03-29;-11.0286;Storengy;Sediane
2012-10-16;38.0988;Storengy;Sediane
2015-06-17;99.2574;Storengy;Serene
2015-12-16;7.0182;Storengy;Saline
2013-04-03;11.0286;Storengy;Sediane
2012-10-21;48.1248;Storengy;Sediane
2015-06-18;89.2314;Storengy;Serene
2015-12-20;18.0468;Storengy;Saline
2013-04-06;5.013;Storengy;Sediane
2012-10-22;3.0078;Storengy;Sediane
2015-06-20;106.2756;Storengy;Serene
2015-12-22;18.0468;Storengy;Saline
2013-04-24;91.2366;Storengy;Sediane
2012-10-26;0.0;Storengy;Sediane
2015-06-26;94.2444;Storengy;Serene
2015-12-27;7.0182;Storengy;Saline
2013-04-29;57.1482;Storengy;Sediane
2012-10-28;-8.0208;Storengy;Sediane
2015-06-28;122.3172;Storengy;Serene
2015-12-29;6.0156;Storengy;Saline
2013-05-06;23.0598;Storengy;Sediane
2012-11-01;21.0546;Storengy;Sediane
2015-06-30;98.2548;Storengy;Serene
2016-01-04;5.013;Storengy;Saline
2013-05-07;49.1274;Storengy;Sediane
2012-11-04;5.013;Storengy;Sediane
2015-07-01;81.2106;Storengy;Serene
2016-01-06;7.0182;Storengy;Saline
2013-05-10;81.2106;Storengy;Sediane
2012-11-06;5.013;Storengy;Sediane
2015-07-04;103.2678;Storengy;Serene
2016-01-29;16.0416;Storengy;Saline
2013-05-15;9.0234;Storengy;Sediane
2012-11-07;-53.1378;Storengy;Sediane
2015-07-16;86.2236;Storengy;Serene
2016-01-30;14.0364;Storengy;Saline
2013-05-22;8.0208;Storengy;Sediane
2012-11-12;-46.1196;Storengy;Sediane
2015-07-21;84.2184;Storengy;Serene
2016-01-31;13.0338;Storengy;Saline
2013-06-01;57.1482;Storengy;Sediane
2012-11-13;-27.0702;Storengy;Sediane
2015-07-23;104.2704;Storengy;Serene
2016-02-02;-1.0026;Storengy;Saline
2013-06-09;91.2366;Storengy;Sediane
2012-11-18;2.0052;Storengy;Sediane
2015-07-25;117.3042;Storengy;Serene
2016-02-04;-27.0702;Storengy;Saline
2013-06-12;21.0546;Storengy;Sediane
2012-11-30;-107.2782;Storengy;Sediane
2015-07-26;116.3016;Storengy;Serene
2016-02-05;-44.1144;Storengy;Saline
2013-06-15;74.1924;Storengy;Sediane
2012-12-02;-55.143;Storengy;Sediane
2015-07-31;102.2652;Storengy;Serene
2016-02-11;-28.0728;Storengy;Saline
2013-06-19;55.143;Storengy;Sediane
2012-12-04;-67.1742;Storengy;Sediane
2015-08-04;86.2236;Storengy;Serene
2016-02-26;-42.1092;Storengy;Saline
2013-06-20;77.2002;Storengy;Sediane
2012-12-09;-17.0442;Storengy;Sediane
2015-08-11;96.2496;Storengy;Serene
2016-02-28;-2.0052;Storengy;Saline
2013-06-21;89.2314;Storengy;Sediane
2012-12-10;-83.2158;Storengy;Sediane
2015-08-21;67.1742;Storengy;Serene
2016-03-01;-29.0754;Storengy;Saline
2013-06-23;43.1118;Storengy;Sediane
2012-12-11;-164.4264;Storengy;Sediane
2015-08-25;37.0962;Storengy;Serene
2016-03-02;-54.1404;Storengy;Saline
2013-06-24;39.1014;Storengy;Sediane
2012-12-13;-155.403;Storengy;Sediane
2015-08-31;79.2054;Storengy;Serene
2016-03-09;-28.0728;Storengy;Saline
2013-06-27;78.2028;Storengy;Sediane
2012-12-18;-32.0832;Storengy;Sediane
2015-09-05;65.169;Storengy;Serene
2016-03-12;-10.026;Storengy;Saline
2013-06-28;18.0468;Storengy;Sediane
2012-12-20;-16.0416;Storengy;Sediane
2015-09-14;75.195;Storengy;Serene
2016-03-25;-156.4056;Storengy;Saline
2013-07-11;153.3978;Storengy;Sediane
2012-12-28;-11.0286;Storengy;Sediane
2015-09-16;47.1222;Storengy;Serene
2016-03-26;-77.2002;Storengy;Saline
2013-07-12;172.4472;Storengy;Sediane
2013-01-01;-48.1248;Storengy;Sediane
2015-09-18;64.1664;Storengy;Serene
2016-03-27;-76.1976;Storengy;Saline
2013-07-17;124.3224;Storengy;Sediane
2013-01-03;-91.2366;Storengy;Sediane
2015-09-25;62.1612;Storengy;Serene
2016-03-30;-171.4446;Storengy;Saline
2013-07-18;114.2964;Storengy;Sediane
2013-01-14;-245.637;Storengy;Sediane
2015-09-29;43.1118;Storengy;Serene
2016-04-03;-110.286;Storengy;Saline
2013-07-31;112.2912;Storengy;Sediane
2013-01-20;-140.364;Storengy;Sediane
2015-10-08;31.0806;Storengy;Serene
2016-04-04;-117.3042;Storengy;Saline
2013-08-01;130.338;Storengy;Sediane
2013-01-23;-142.3692;Storengy;Sediane
2015-10-09;34.0884;Storengy;Serene
2016-04-05;-28.0728;Storengy;Saline
2013-08-08;121.3146;Storengy;Sediane
2013-01-25;-137.3562;Storengy;Sediane
2015-10-15;-32.0832;Storengy;Serene
2016-04-10;14.73822;Storengy;Saline
2013-08-15;18.0468;Storengy;Sediane
2013-01-31;-48.1248;Storengy;Sediane
2015-10-18;13.0338;Storengy;Serene
2016-04-14;15.33978;Storengy;Saline
2013-08-22;25.065;Storengy;Sediane
2013-02-01;-112.2912;Storengy;Sediane
2015-10-21;-8.0208;Storengy;Serene
2016-04-18;1.70442;Storengy;Saline
2013-08-25;100.26;Storengy;Sediane
2013-02-03;-129.3354;Storengy;Sediane
2015-10-28;-67.1742;Storengy;Serene
2016-04-26;-98.15454;Storengy;Saline
2013-09-06;56.1456;Storengy;Sediane
2013-02-06;-127.3302;Storengy;Sediane
2015-10-29;-63.1638;Storengy;Serene
2016-05-08;29.37618;Storengy;Saline
2013-09-12;37.0962;Storengy;Sediane
2013-02-09;-123.3198;Storengy;Sediane
2015-10-30;-51.1326;Storengy;Serene
2016-05-29;6.91794;Storengy;Saline
2013-09-29;54.1404;Storengy;Sediane
2013-02-16;-76.1976;Storengy;Sediane
2015-10-31;-39.1014;Storengy;Serene
2016-06-08;26.76942;Storengy;Saline
2013-10-01;-8.0208;Storengy;Sediane
2013-02-17;-67.1742;Storengy;Sediane
2015-11-01;-64.1664;Storengy;Serene
2016-06-15;64.06614;Storengy;Saline
2013-10-07;5.013;Storengy;Sediane
2013-02-23;-187.4862;Storengy;Sediane
2015-11-04;-52.1352;Storengy;Serene
2016-06-17;59.75496;Storengy;Saline
2013-10-20;78.2028;Storengy;Sediane
2013-02-26;-193.5018;Storengy;Sediane
2015-11-07;2.0052;Storengy;Serene
2016-06-19;51.1326;Storengy;Saline
2013-10-27;77.2002;Storengy;Sediane
2013-03-13;-126.3276;Storengy;Sediane
2015-11-08;2.0052;Storengy;Serene
2016-06-26;49.52844;Storengy;Saline
2013-10-28;49.1274;Storengy;Sediane
2013-03-15;-119.3094;Storengy;Sediane
2015-11-16;-31.0806;Storengy;Serene
2016-06-27;49.32792;Storengy;Saline
2013-11-02;99.2574;Storengy;Sediane
2013-03-18;-108.2808;Storengy;Sediane
2015-11-26;-115.299;Storengy;Serene
2016-06-28;48.02454;Storengy;Saline
2013-11-05;6.0156;Storengy;Sediane
2013-03-23;-9.0234;Storengy;Sediane
2015-11-27;-130.338;Storengy;Serene
2016-06-29;48.02454;Storengy;Saline
2013-11-07;-16.0416;Storengy;Sediane
2013-04-10;-39.1014;Storengy;Sediane
2015-11-28;-89.2314;Storengy;Serene
2016-07-03;49.6287;Storengy;Saline
2013-11-11;-130.338;Storengy;Sediane
2013-04-12;56.1456;Storengy;Sediane
2015-12-10;-146.3796;Storengy;Serene
2016-07-12;48.6261;Storengy;Saline
2013-11-13;-119.3094;Storengy;Sediane
2013-04-13;11.0286;Storengy;Sediane
2015-12-20;-80.208;Storengy;Serene
2016-07-16;47.22246;Storengy;Saline
2013-11-22;-215.559;Storengy;Sediane
2013-04-15;2.0052;Storengy;Sediane
2015-12-23;-123.3198;Storengy;Serene
2016-07-24;45.71856;Storengy;Saline
2013-11-23;-25.065;Storengy;Sediane
2013-04-20;63.1638;Storengy;Sediane
2015-12-24;-83.2158;Storengy;Serene
2016-07-26;37.0962;Storengy;Saline
2013-12-02;-33.0858;Storengy;Sediane
2013-04-21;48.1248;Storengy;Sediane
2015-12-27;-123.3198;Storengy;Serene
2016-08-14;40.00374;Storengy;Saline
2013-12-04;2.0052;Storengy;Sediane
2013-05-01;43.1118;Storengy;Sediane
2015-12-31;-86.2236;Storengy;Serene
2016-08-16;5.91534;Storengy;Saline
2013-12-11;-129.3354;Storengy;Sediane
2013-05-03;63.1638;Storengy;Sediane
2016-01-12;-89.2314;Storengy;Serene
2016-08-19;37.0962;Storengy;Saline
2013-12-12;-161.4186;Storengy;Sediane
2013-05-05;26.0676;Storengy;Sediane
2016-01-13;-95.247;Storengy;Serene
2016-08-20;38.70036;Storengy;Saline
2013-12-13;-143.3718;Storengy;Sediane
2013-05-08;39.1014;Storengy;Sediane
2016-01-18;-93.2418;Storengy;Serene
2016-08-26;26.5689;Storengy;Saline
2013-12-25;56.1456;Storengy;Sediane
2013-05-09;65.169;Storengy;Sediane
2016-01-27;-70.182;Storengy;Serene
2016-09-07;20.35278;Storengy;Saline
2013-12-28;16.0416;Storengy;Sediane
2013-05-13;9.0234;Storengy;Sediane
2016-02-01;-52.1352;Storengy;Serene
2016-09-11;14.63796;Storengy;Saline
2013-12-31;77.2002;Storengy;Sediane
2013-05-16;2.0052;Storengy;Sediane
2016-02-02;-60.156;Storengy;Serene
2016-09-12;0.40104;Storengy;Saline
2014-01-07;48.1248;Storengy;Sediane
2013-05-19;11.0286;Storengy;Sediane
2016-02-09;-71.1846;Storengy;Serene
2016-09-16;16.34238;Storengy;Saline
2014-01-13;-9.0234;Storengy;Sediane
2013-05-23;-4.0104;Storengy;Sediane
2016-02-12;-94.2444;Storengy;Serene
2016-09-22;19.45044;Storengy;Saline
2014-01-14;-86.2236;Storengy;Sediane
2013-05-24;-11.0286;Storengy;Sediane
2016-02-14;-69.1794;Storengy;Serene
2016-10-07;27.77202;Storengy;Saline
2014-01-15;-18.0468;Storengy;Sediane
2013-05-25;45.117;Storengy;Sediane
2016-02-20;-92.2392;Storengy;Serene
2016-10-15;23.0598;Storengy;Saline
2014-01-25;-31.0806;Storengy;Sediane
2013-06-03;-35.091;Storengy;Sediane
2016-02-21;-84.2184;Storengy;Serene
2016-10-17;23.46084;Storengy;Saline
2014-01-28;-164.4264;Storengy;Sediane
2013-06-13;69.1794;Storengy;Sediane
2016-02-23;-104.2704;Storengy;Serene
2016-10-21;21.45564;Storengy;Saline
2014-03-01;-161.4186;Storengy;Sediane
2013-07-02;60.156;Storengy;Sediane
2016-02-24;-99.2574;Storengy;Serene
2016-10-26;20.052;Storengy;Saline
2014-03-04;-169.4394;Storengy;Sediane
2013-07-03;63.1638;Storengy;Sediane
2016-03-02;-88.2288;Storengy;Serene
2016-10-29;15.13926;Storengy;Saline
2014-03-15;-35.091;Storengy;Sediane
2013-07-05;138.3588;Storengy;Sediane
2016-03-04;-93.2418;Storengy;Serene
2016-10-30;18.5481;Storengy;Saline
2014-03-31;-111.8622;Storengy;Sediane
2013-07-08;124.3224;Storengy;Sediane
2016-03-08;-97.2522;Storengy;Serene
2016-11-03;-23.0598;Storengy;Saline
2014-04-02;14.0364;Storengy;Sediane
2013-07-16;160.416;Storengy;Sediane
2016-03-12;-44.1144;Storengy;Serene
2016-11-05;11.12886;Storengy;Saline
2014-04-06;94.2444;Storengy;Sediane
2013-07-19;141.3666;Storengy;Sediane
2016-03-19;-56.1456;Storengy;Serene
2016-11-12;9.82548;Storengy;Saline
2014-04-09;12.0312;Storengy;Sediane
2013-07-24;142.3692;Storengy;Sediane
2016-03-26;-36.0936;Storengy;Serene
2016-11-17;-56.04534;Storengy;Saline
2014-04-11;38.0988;Storengy;Sediane
2013-07-30;115.299;Storengy;Sediane
2016-03-29;-36.0936;Storengy;Serene
2016-11-29;-190.89504;Storengy;Saline
2014-04-15;-44.1144;Storengy;Sediane
2013-08-04;55.143;Storengy;Sediane
2016-04-06;77.2002;Storengy;Serene
2016-12-01;-142.97076;Storengy;Saline
2014-04-20;69.1794;Storengy;Sediane
2013-08-06;124.3224;Storengy;Sediane
2016-04-13;55.84482;Storengy;Serene
2016-12-07;9.92574;Storengy;Saline
2014-04-25;55.143;Storengy;Sediane
2013-08-07;124.3224;Storengy;Sediane
2016-04-15;60.45678;Storengy;Serene
2016-12-20;-156.80664;Storengy;Saline
2014-04-26;94.2444;Storengy;Sediane
2013-08-11;-5.013;Storengy;Sediane
2016-04-21;86.02308;Storengy;Serene
2016-12-21;-135.15048;Storengy;Saline
2014-04-27;88.2288;Storengy;Sediane
2013-08-12;-51.1326;Storengy;Sediane
2016-04-22;89.83296;Storengy;Serene
2016-12-28;-46.21986;Storengy;Saline
2014-05-09;66.1716;Storengy;Sediane
2013-08-21;-17.0442;Storengy;Sediane
2016-04-23;80.208;Storengy;Serene
2016-12-31;-133.3458;Storengy;Saline
2014-05-15;18.0468;Storengy;Sediane
2013-08-23;115.299;Storengy;Sediane
2016-04-25;61.96068;Storengy;Serene
2017-01-08;-63.86562;Storengy;Saline
2014-05-19;67.1742;Storengy;Sediane
2013-08-27;66.1716;Storengy;Sediane
2016-04-26;64.76796;Storengy;Serene
2017-01-16;-146.17908;Storengy;Saline
2014-05-30;89.2314;Storengy;Sediane
2013-08-31;73.1898;Storengy;Sediane
2016-04-29;78.10254;Storengy;Serene
2017-01-21;-171.14382;Storengy;Saline
2014-06-01;72.1872;Storengy;Sediane
2013-09-08;24.0624;Storengy;Sediane
2016-05-03;109.2834;Storengy;Serene
2017-01-23;-93.7431;Storengy;Saline
2014-06-02;54.1404;Storengy;Sediane
2013-09-09;6.0156;Storengy;Sediane
2016-05-08;127.12968;Storengy;Serene
2017-01-28;12.33198;Storengy;Saline
2014-06-04;-25.065;Storengy;Sediane
2013-09-15;56.1456;Storengy;Sediane
2016-05-09;129.23514;Storengy;Serene
2017-02-02;-4.21092;Storengy;Saline
2014-06-07;69.1794;Storengy;Sediane
2013-09-22;66.1716;Storengy;Sediane
2016-05-18;134.24814;Storengy;Serene
2017-02-04;-3.10806;Storengy;Saline
2014-06-09;76.1976;Storengy;Sediane
2013-09-23;38.0988;Storengy;Sediane
2016-05-20;137.75724;Storengy;Serene
